Total Purchase YTD,Date First Purchase,Birth Date,Marital Status,Yearly Income,Gender,Total Children,Number Children At Home,Education,Occupation,Home Owner Flag,Number Cars Owned
"1,633.94",12/15/2002,7/9/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,744.52",7/20/2002,7/9/1979,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"2,638.36",12/18/2002,7/14/1979,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
7.28,8/14/2003,7/14/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"4,139.75",6/1/2002,7/15/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
4.99,12/3/2003,7/15/1979,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"1,120.49",6/18/2004,7/17/1979,S,0-25000,M,4,4,High School,Manual,TRUE,3
"2,419.06",5/14/2004,7/17/1979,S,0-25000,M,1,1,High School,Manual,TRUE,0
"2,309.97",5/7/2004,7/21/1979,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
29.93,8/25/2003,7/21/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,1
567.76,4/26/2004,7/21/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
63.47,6/11/2004,7/21/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
854.82,4/1/2004,7/21/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"1,839.92",2/18/2003,7/23/1979,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,733.75",7/18/2001,7/23/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
64.47,8/3/2003,8/7/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
56.97,4/16/2004,8/9/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
12.94,9/27/2003,8/9/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
548.98,6/22/2004,8/9/1979,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
"4,698.76",7/22/2001,8/10/1979,S,0-25000,F,1,1,High School,Manual,FALSE,0
64.47,7/18/2004,8/10/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,746.04",11/21/2002,8/14/1979,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
23.78,7/23/2004,8/14/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
562.96,10/20/2003,8/15/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
"1,262.06",1/29/2002,8/15/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
39.98,2/15/2004,8/16/1979,M,0-25000,F,4,4,High School,Manual,FALSE,2
"4,752.75",10/7/2001,8/17/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
146.53,8/2/2003,8/17/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"4,366.41",2/7/2003,8/19/1979,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
84.46,8/18/2003,8/19/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
"2,614.08",8/17/2002,8/19/1979,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
233.69,12/12/2003,8/19/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"3,803.68",5/14/2003,8/19/1979,S,0-25000,F,1,1,High School,Manual,FALSE,0
"2,749.32",11/10/2002,8/19/1979,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"1,336.96",4/6/2003,8/19/1979,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"3,785.08",4/17/2003,8/22/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"3,856.38",4/24/2003,8/22/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
69.99,6/22/2004,8/22/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,170.48",12/20/2003,8/22/1979,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
37.27,4/4/2004,8/22/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,775.47",5/26/2004,8/23/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
53.99,1/31/2004,8/23/1979,M,0-25000,F,4,4,High School,Manual,TRUE,2
39.98,10/11/2003,8/24/1979,M,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
3.99,3/5/2004,8/24/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
103.45,9/22/2003,8/25/1979,S,0-25000,M,1,1,High School,Manual,FALSE,0
78.98,3/27/2004,8/25/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
34.98,4/13/2004,8/25/1979,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,923.29",12/11/2002,8/26/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
"4,758.24",10/12/2001,8/26/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
119.98,9/20/2003,9/1/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"2,770.52",11/10/2002,9/5/1979,S,0-25000,M,1,1,High School,Manual,FALSE,0
81.45,4/2/2004,9/5/1979,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
149.98,7/28/2004,9/6/1979,S,0-25000,F,5,5,High School,Manual,TRUE,2
95.94,9/16/2003,9/6/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"2,399.97",7/28/2003,9/8/1979,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
75.97,10/15/2003,9/8/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
109.97,8/20/2003,9/9/1979,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"1,197.97",3/16/2004,9/9/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,1
141.98,7/28/2004,9/10/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
73.96,11/12/2003,9/10/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,668.08",7/17/2002,9/11/1979,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
"4,416.38",3/31/2003,9/12/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
"1,750.98",3/31/2004,9/12/1979,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,1
15.23,3/14/2004,9/12/1979,M,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
778.62,11/28/2003,9/12/1979,M,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
804.47,4/13/2004,9/13/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
63.97,8/30/2003,9/14/1979,S,0-25000,M,5,5,High School,Manual,TRUE,2
148.89,10/6/2003,9/14/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
260.83,10/24/2003,9/15/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
56.97,10/22/2003,9/17/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
"4,623.83",11/27/2001,9/17/1979,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,1
32.27,10/14/2003,9/21/1979,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"4,921.82",12/7/2001,9/22/1979,S,0-25000,F,1,1,High School,Manual,FALSE,0
"2,983.34",11/29/2002,9/22/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
"1,274.08",1/17/2002,9/22/1979,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
71.58,5/28/2004,9/25/1979,S,0-25000,F,4,4,High School,Manual,TRUE,2
56.97,1/25/2004,9/25/1979,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"1,728.27",5/20/2004,9/25/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
113.46,10/6/2003,9/25/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,735.53",4/16/2003,9/26/1979,M,0-25000,F,1,1,High School,Manual,TRUE,0
"2,416.43",6/21/2004,10/2/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
100.84,11/4/2003,10/3/1979,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
"2,721.55",3/10/2003,10/3/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
56.97,6/12/2004,10/4/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,1
"3,578.27",2/25/2002,10/4/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
42.28,11/25/2003,10/5/1979,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
93.49,2/4/2004,10/5/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
110.46,1/10/2004,10/5/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,239.09",10/8/2001,10/8/1979,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
191.27,1/8/2004,10/10/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
34.98,6/21/2004,10/10/1979,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"3,947.25",6/7/2002,10/11/1979,M,0-25000,M,1,1,High School,Manual,TRUE,0
73.96,6/24/2004,10/11/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
49.99,2/16/2004,10/12/1979,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
49.48,10/31/2003,10/15/1979,S,0-25000,M,5,5,High School,Manual,TRUE,2
187.98,4/2/2004,10/15/1979,S,0-25000,M,5,5,High School,Manual,TRUE,2
149.98,10/2/2003,10/15/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
563.77,6/12/2004,10/15/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
7.28,10/13/2003,10/15/1979,S,25001-50000,F,0,0,Partial College,Clerical,TRUE,1
40.23,4/29/2004,10/16/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
539.99,6/14/2004,10/16/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
77.27,8/4/2003,10/17/1979,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
106.96,8/15/2003,10/17/1979,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"3,750.09",2/1/2003,10/17/1979,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
282.04,11/10/2003,10/17/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
563.77,6/26/2004,10/17/1979,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,1
"2,418.05",6/14/2004,10/17/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
38.98,6/4/2004,10/17/1979,M,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
769.49,5/8/2004,10/18/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"2,756.54",11/19/2002,10/18/1979,M,0-25000,F,1,1,High School,Manual,TRUE,0
23.78,8/6/2003,10/19/1979,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
42.95,8/15/2003,10/22/1979,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,1
244.12,1/10/2004,10/22/1979,M,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"4,191.72",6/1/2002,10/22/1979,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
36.27,10/13/2003,10/22/1979,S,25001-50000,F,3,3,Partial College,Clerical,FALSE,1
77.27,12/25/2003,10/24/1979,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"5,897.23",4/27/2002,10/24/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,1
"1,893.91",7/10/2002,10/24/1979,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
182.78,9/16/2003,10/24/1979,S,25001-50000,F,3,3,Partial College,Clerical,FALSE,1
24.99,2/29/2004,10/25/1979,S,0-25000,F,4,4,High School,Manual,TRUE,2
69.99,9/18/2003,10/25/1979,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
114.55,8/12/2003,11/1/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
23.78,9/11/2003,11/1/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"2,334.97",10/19/2003,11/2/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
21.98,10/6/2003,11/2/1979,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
88.98,2/17/2004,11/3/1979,S,0-25000,M,4,4,High School,Manual,TRUE,2
14.98,10/7/2003,11/3/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"3,989.46",6/17/2002,11/5/1979,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
24.99,10/24/2003,11/11/1979,S,0-25000,F,4,4,High School,Manual,TRUE,2
69.99,11/1/2003,11/11/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
89.97,3/4/2004,11/12/1979,M,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"2,755.42",5/13/2003,11/16/1979,S,0-25000,F,4,4,High School,Manual,TRUE,3
"2,756.54",11/6/2002,11/16/1979,S,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
110.46,8/6/2003,11/17/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
"1,574.46",12/10/2002,11/17/1979,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,1
32.28,10/21/2003,11/20/1979,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"1,239.09",12/18/2001,11/20/1979,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
64.47,4/18/2004,11/25/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,478.57",11/9/2001,11/25/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
"1,151.76",4/17/2004,11/25/1979,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,1
44.22,1/14/2004,11/25/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
28.98,8/29/2003,12/3/1979,S,0-25000,M,4,4,High School,Manual,TRUE,2
"1,155.48",3/26/2004,12/3/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
110.46,7/16/2004,12/3/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,309.97",7/28/2003,12/7/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
61.58,9/21/2003,12/10/1979,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"2,469.05",10/5/2003,12/18/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"1,750.98",4/8/2004,12/25/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"4,127.25",2/3/2002,12/25/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
69.99,4/7/2004,12/25/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
110.46,8/18/2003,12/25/1979,M,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
37.29,6/10/2004,1/5/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
133.49,7/15/2004,1/5/1980,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,785.05",11/17/2002,1/5/1980,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
39.98,8/27/2003,1/5/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"2,756.54",3/28/2003,1/5/1980,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
"2,983.34",11/17/2002,1/7/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"4,761.74",7/12/2001,1/10/1980,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
588.96,12/2/2003,1/10/1980,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,2
148.47,11/5/2003,1/12/1980,S,0-25000,M,0,0,Partial High School,Manual,TRUE,2
6.28,10/8/2003,1/12/1980,S,25001-50000,M,0,0,Bachelors ,Professional,TRUE,2
"4,118.26",6/22/2002,1/16/1980,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"4,598.83",11/15/2001,1/16/1980,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
128.97,6/21/2004,1/20/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"2,443.35",12/10/2003,1/20/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
539.99,6/21/2004,1/20/1980,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
14.98,8/4/2003,1/23/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
68.97,9/15/2003,1/23/1980,M,0-25000,M,0,0,Partial High School,Manual,TRUE,2
29.26,5/12/2004,2/2/1980,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
79.47,4/3/2004,2/2/1980,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"4,733.75",7/19/2001,2/3/1980,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
"2,983.34",4/24/2003,2/3/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"1,239.09",12/30/2001,2/4/1980,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
69.99,2/12/2004,2/9/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,835.02",11/7/2002,2/9/1980,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"2,626.39",7/17/2002,2/10/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
39.47,10/7/2003,2/11/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
46.47,3/6/2004,2/11/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
27.28,2/15/2004,2/11/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"2,049.10",12/18/2002,2/11/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"1,498.58",6/6/2002,2/12/1980,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
24.99,12/30/2003,2/12/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
63.97,11/16/2003,2/12/1980,M,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"1,277.56",8/18/2001,2/12/1980,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
"1,552.48",8/26/2002,2/13/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
94.48,4/8/2004,2/13/1980,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"4,127.25",6/9/2002,2/16/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"3,578.27",2/9/2002,2/16/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
98.96,2/3/2004,2/18/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
39.98,10/21/2003,2/18/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
49.97,3/28/2004,2/21/1980,S,0-25000,M,0,0,Partial High School,Manual,TRUE,2
200.2,11/6/2003,2/21/1980,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,668.08",7/10/2002,2/22/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
33.98,6/14/2004,2/22/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
43.98,7/13/2004,2/23/1980,S,0-25000,M,0,0,Partial High School,Manual,TRUE,2
56.97,3/25/2004,2/23/1980,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"1,624.45",8/1/2002,2/23/1980,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
3.99,9/21/2003,2/23/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
539.99,11/28/2003,2/23/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,668.08",8/16/2002,2/27/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"2,756.54",4/5/2003,2/27/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
36.96,10/25/2003,3/1/1980,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
34.57,10/7/2003,3/1/1980,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
69.97,11/10/2003,3/1/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
38.98,6/21/2004,3/7/1980,M,0-25000,F,0,0,Partial High School,Manual,TRUE,2
138.97,2/20/2004,3/7/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"3,826.40",4/24/2003,3/9/1980,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
609.45,4/24/2004,3/9/1980,S,0-25000,M,0,0,Partial High School,Manual,TRUE,2
38.88,10/18/2003,3/9/1980,S,25001-50000,F,0,0,Bachelors ,Professional,TRUE,2
165.91,4/19/2004,3/11/1980,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
106.93,12/10/2003,3/11/1980,M,0-25000,F,0,0,Partial High School,Manual,FALSE,2
49.99,12/25/2003,3/13/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
64.47,8/17/2003,3/14/1980,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"1,307.06",9/2/2001,3/14/1980,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
189.96,11/25/2003,3/18/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
6.28,3/29/2004,3/18/1980,M,0-25000,M,0,0,Partial High School,Manual,TRUE,2
68.49,10/14/2003,3/20/1980,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
574.98,11/12/2003,3/20/1980,S,0-25000,F,0,0,Partial High School,Manual,TRUE,2
791.32,3/1/2004,3/20/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
"2,721.55",11/22/2002,3/25/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"3,578.27",8/6/2001,3/25/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
34.99,8/10/2003,3/27/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
75.47,11/10/2003,3/31/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
"1,137.43",9/18/2003,3/31/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
7.28,12/28/2003,4/2/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
81.46,5/29/2004,4/3/1980,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
37.27,3/8/2004,4/3/1980,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
"2,442.54",2/26/2004,4/3/1980,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,2
96.95,5/30/2004,4/4/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
"1,717.26",1/28/2004,4/4/1980,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,451.74",9/22/2002,4/5/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
36.59,3/20/2004,4/5/1980,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
215.23,12/17/2003,4/8/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"2,341.97",6/6/2004,4/8/1980,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
14.98,12/26/2003,4/11/1980,S,0-25000,F,0,0,Partial High School,Manual,FALSE,2
"4,733.75",10/2/2001,4/14/1980,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
34.57,7/31/2003,4/15/1980,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
88.97,7/5/2004,4/18/1980,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
102.25,12/7/2003,4/20/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
36.96,2/11/2004,4/20/1980,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
39.98,4/13/2004,4/22/1980,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
567.76,4/22/2004,4/22/1980,S,0-25000,M,0,0,Partial High School,Manual,TRUE,2
4.99,3/7/2004,4/24/1980,M,0-25000,M,0,0,Partial High School,Manual,TRUE,2
75.48,12/7/2003,5/1/1980,M,0-25000,M,0,0,Partial High School,Manual,TRUE,2
101.95,4/13/2004,5/1/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"3,072.32",3/20/2003,5/4/1980,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
"3,578.27",6/18/2002,5/4/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
21.98,6/15/2004,5/5/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
138.68,11/4/2003,5/5/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"4,153.25",6/8/2002,5/11/1980,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
7.28,6/1/2004,5/14/1980,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"3,167.82",3/27/2003,5/14/1980,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
"2,654.06",7/4/2002,5/15/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
39.98,5/4/2004,5/15/1980,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"2,478.34",11/19/2003,5/16/1980,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
3.99,11/27/2003,5/16/1980,M,0-25000,F,0,0,Partial High School,Manual,TRUE,2
"3,914.98",6/25/2002,5/17/1980,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
"2,294.99",4/22/2004,5/17/1980,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
84.74,5/23/2004,5/17/1980,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,641.39",6/30/2002,5/18/1980,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
80.2,12/12/2003,5/18/1980,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,737.82",10/31/2002,5/18/1980,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
"1,170.48",4/23/2004,5/18/1980,S,0-25000,M,0,0,Partial High School,Manual,TRUE,2
"2,294.99",5/8/2004,5/22/1980,S,75001-100000,M,3,0,Bachelors ,Management,TRUE,3
"2,447.05",12/3/2003,5/22/1980,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
60.47,12/12/2003,5/25/1980,M,0-25000,M,0,0,Partial High School,Manual,TRUE,2
"5,069.29",11/9/2001,5/26/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"2,611.41",7/24/2002,5/26/1980,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
60.47,6/23/2004,5/26/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
"2,743.04",11/29/2002,6/1/1980,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
32.6,2/11/2004,6/1/1980,S,25001-50000,M,0,0,Bachelors ,Professional,FALSE,2
73.96,4/4/2004,6/2/1980,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,2
"2,983.34",3/11/2003,6/2/1980,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
119.98,12/28/2003,6/6/1980,S,0-25000,M,0,0,Partial High School,Manual,FALSE,2
831.33,10/22/2003,6/6/1980,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
25.48,2/26/2004,6/11/1980,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
53.99,8/9/2003,6/11/1980,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
